,molweight,hatommolwt,maxabspartcharge,maxpartcharge,minabspc,minpartcharge,molwt,numrade,numval,fracsp33,heavyatomcount,nhohcount,nocount,aliphcarbocycles,aliphhetcycles,aliphrings,arocarbocycles,arohetcycles,arorings,numhacceptors,numhdonors,numhatoms,numrotbonds,numsatcarbcycles,numsathetcycles,numsatrings,ringcount
16,614.116518594,592.2350000000004,0.4521655283893526,0.4521655283893526,0.349264174120069,-0.349264174120069,614.4110000000002,0,224,0.391304347826087,41,3,10,0,1,1,2,1,3,7,3,18,7,0,1,1,4
17,723.213874872,687.362,0.506847954676333,0.4706726934198656,0.4706726934198656,-0.506847954676333,723.65,0,276,0.5,51,5,14,2,1,3,2,0,2,13,5,17,10,0,1,1,5
18,425.161852688,401.7280000000001,0.3262156251940311,0.3262156251940311,0.3055400855704482,-0.3055400855704482,425.92000000000013,0,156,0.36363636363636365,30,2,7,0,1,1,2,2,4,5,2,8,5,0,1,1,5
19,679.4057324160001,626.4390000000002,0.3467003854047029,0.2893207499405341,0.2893207499405341,-0.3467003854047029,679.8629999999999,0,268,0.7222222222222222,49,4,13,3,1,4,0,1,1,8,4,13,13,3,1,4,5
20,453.04128982000003,438.33800000000014,0.4786463774807527,0.35246478492452044,0.35246478492452044,-0.4786463774807527,453.45800000000014,0,158,0.25,30,5,12,0,2,2,0,1,1,10,4,14,8,0,1,1,3
21,646.03096624009,616.0870000000002,0.4854911724235683,0.1967504089904284,0.1967504089904284,-0.4854911724235683,646.3270000000002,0,166,0.4,31,1,4,0,0,0,2,1,3,3,1,6,11,0,0,0,3
22,437.17486811199996,411.32300000000015,0.41598698505793,0.41598698505793,0.3950445544207227,-0.3950445544207227,437.5310000000002,0,162,0.45454545454545453,30,1,4,0,2,2,2,0,2,5,1,8,6,0,1,1,4
23,938.260318028,883.5730000000002,3.0,3.0,0.5487527293596547,-0.5487527293596547,938.005,1,319,0.8214285714285714,54,14,25,0,0,0,0,0,0,23,14,26,28,0,0,0,0
24,749.2916908439998,702.5799999999999,0.4964059459285055,0.25932320150403737,0.25932320150403737,-0.4964059459285055,749.956,0,278,0.5526315789473685,52,2,12,3,1,4,1,2,3,10,2,14,8,3,0,3,7
25,623.3013864999999,578.2970000000004,0.5079666451758841,0.32031550178849594,0.32031550178849594,-0.5079666451758841,623.6570000000005,0,248,0.52,43,17,18,0,0,0,1,0,1,12,12,18,13,0,0,0,1
26,597.2129447919999,561.8040000000004,0.49226449447092085,0.3364194912829884,0.3364194912829884,-0.49226449447092085,598.0920000000003,0,224,0.28125,42,4,9,0,0,0,3,0,3,6,4,10,14,0,0,0,3
27,455.090242816,433.13800000000015,0.4655800512080945,0.33913224964592575,0.33913224964592575,-0.4655800512080945,456.3220000000001,0,162,0.38095238095238093,30,1,7,0,1,1,1,0,1,7,1,9,7,0,0,0,2
28,312.208930136,284.229,0.37703386502382424,0.13675747274548708,0.13675747274548708,-0.37703386502382424,312.45300000000003,0,124,0.7619047619047619,23,1,2,4,0,4,0,0,0,2,1,2,0,2,0,2,4
29,401.104541708,382.29200000000014,0.479672802365529,0.32739938471432256,0.32739938471432256,-0.479672802365529,401.44400000000013,0,146,0.3684210526315789,28,2,8,0,2,2,1,1,2,6,2,9,4,0,2,2,4
30,303.053445112,292.593,0.3935666899883442,0.22595283837058852,0.22595283837058852,-0.3935666899883442,303.681,0,108,0.5,20,4,8,0,1,1,0,2,2,8,3,10,2,0,1,1,3
31,766.3723836880001,712.5300000000001,0.3896351979620376,0.27006304679734344,0.27006304679734344,-0.3896351979620376,766.9620000000001,0,294,0.5128205128205128,54,7,14,1,1,2,2,1,3,9,6,15,12,1,1,2,5
32,957.581356336,874.5759999999997,0.4600915621870062,0.32866280530969866,0.32866280530969866,-0.4600915621870062,958.2400000000001,0,384,0.7547169811320755,68,3,15,1,3,4,0,0,0,14,3,15,9,1,2,3,4
33,712.198816572,676.8489999999999,2.0,2.0,0.4967597334273584,-0.4967597334273584,713.137,0,252,0.29411764705882354,49,0,12,0,0,0,2,4,6,10,0,15,10,0,0,0,6
34,543.190002648,514.3740000000003,0.492704456320783,0.26263766546728673,0.26263766546728673,-0.492704456320783,543.6060000000002,0,202,0.20833333333333334,38,7,13,0,0,0,2,2,4,12,4,14,8,0,0,0,4
35,393.125547432,372.67800000000005,0.477497022794842,0.340723093454528,0.340723093454528,-0.477497022794842,393.8460000000001,0,144,0.47368421052631576,27,3,6,1,1,2,1,1,2,5,2,8,3,1,1,2,4
36,307.90682466009,307.901,3.0,3.0,0.5766315433929036,-0.5766315433929036,307.901,1,67,0.0,17,0,7,0,0,0,0,0,0,6,0,12,0,0,0,0,0
37,454.0300139280001,440.40700000000015,0.4765606782889641,0.35215849835095253,0.35215849835095253,-0.4765606782889641,454.5190000000002,0,152,0.42857142857142855,29,2,12,0,2,2,0,2,2,12,2,15,7,0,1,1,4
38,370.09872805599997,352.2860000000001,0.36040812760400304,0.2635418698040183,0.2635418698040183,-0.36040812760400304,370.43000000000006,0,134,0.15789473684210525,26,1,6,0,0,0,2,1,3,5,1,7,5,0,0,0,3
39,712.3530670959999,659.931,0.5079560321952997,0.3031419091021931,0.3031419091021931,-0.5079560321952997,713.355,0,272,0.6590909090909091,51,2,6,8,0,8,1,0,1,6,2,7,2,5,0,5,9
40,680.242355504,648.508,0.5079438768862878,0.11569770985784575,0.11569770985784575,-0.5079438768862878,680.7640000000001,0,252,0.045454545454545456,52,6,8,0,2,2,4,3,7,6,6,8,4,0,0,0,9
41,268.117154992,252.14499999999998,0.3935688360286911,0.13933677752722093,0.13933677752722093,-0.3935688360286911,268.273,0,104,0.6363636363636364,19,4,8,0,2,2,0,1,1,8,4,8,2,0,1,1,3
42,504.1690349439998,472.1820000000003,0.3935665150995826,0.1862643245500696,0.1862643245500696,-0.3935665150995826,504.4380000000001,0,200,0.9444444444444444,34,11,16,0,2,2,0,0,0,16,11,16,11,0,2,2,2
43,475.14132114,450.3230000000003,0.47763832599732936,0.3529624511550459,0.3529624511550459,-0.47763832599732936,475.52300000000025,0,176,0.45454545454545453,33,5,10,0,3,3,1,0,1,7,5,11,7,0,2,2,4
44,455.05693988400003,438.33800000000014,0.4765594507746736,0.3522609581851246,0.3522609581851246,-0.4765594507746736,455.47400000000016,0,160,0.375,30,4,12,0,2,2,0,1,1,11,3,14,7,0,1,1,3
45,470.2053012999999,440.2820000000003,0.4928592124227041,0.3262779732962579,0.3262779732962579,-0.4928592124227041,470.5220000000003,0,182,0.4,34,3,9,0,1,1,2,0,2,6,3,9,10,0,0,0,3
46,1735.0000640319995,1589.016999999999,0.46151706979668183,0.31599777375162835,0.31599777375162835,-0.46151706979668183,1736.1849999999997,0,694,0.8105263157894737,123,6,28,2,12,14,0,0,0,28,6,28,15,0,10,10,14
47,541.276431238,497.2270000000003,0.44710926819602653,0.40736562747678134,0.40736562747678134,-0.44710926819602653,541.5790000000005,0,212,0.8636363636363636,36,4,13,0,0,0,0,0,0,9,4,14,22,0,0,0,0
48,447.14803246400004,421.17800000000017,0.49351975013808286,0.22421509242340937,0.22421509242340937,-0.49351975013808286,448.39400000000006,0,160,0.43478260869565216,30,1,5,0,2,2,2,0,2,4,1,7,7,0,1,1,4
49,466.099702368,443.2300000000003,0.4115095219374226,0.22838392954830866,0.22838392954830866,-0.4115095219374226,467.4220000000002,0,160,0.3333333333333333,30,3,6,0,2,2,2,1,3,5,1,9,4,0,1,1,5
50,342.11621152399994,320.12100000000004,0.39356651509080404,0.21862233673327933,0.21862233673327933,-0.39356651509080404,342.29699999999997,0,136,1.0,23,8,11,0,2,2,0,0,0,11,8,11,5,0,2,2,2
51,434.2104669319999,403.2560000000002,0.3927606498806191,0.19275652608783853,0.19275652608783853,-0.3927606498806191,434.50400000000025,0,170,0.75,31,2,6,4,1,5,0,0,0,6,2,7,2,3,1,4,5
52,339.098787632,318.1980000000001,0.34266041834772965,0.33296680664821293,0.33296680664821293,-0.34266041834772965,339.3660000000001,0,128,1.0,22,2,9,0,3,3,0,0,0,8,1,10,3,0,3,3,3
53,410.16601527599994,382.6890000000001,0.3897124158861621,0.17934787082711218,0.17934787082711218,-0.3897124158861621,410.91300000000024,0,154,0.7272727272727273,28,2,4,4,0,4,0,0,0,4,2,6,2,3,0,3,4
54,1421.7489412159996,1318.8959999999993,0.48122926245045566,0.30548106208225306,0.30548106208225306,-0.48122926245045566,1422.7199999999998,0,554,0.6363636363636364,100,20,33,0,2,2,1,1,2,19,17,34,31,0,1,1,4
55,358.1780239319999,332.22600000000006,0.3884641012481243,0.18964182380955794,0.18964182380955794,-0.3884641012481243,358.43400000000014,0,140,0.6666666666666666,26,2,5,4,0,4,0,0,0,5,2,5,2,3,0,3,4
56,452.267507632,416.3070000000002,0.49296622794377337,0.3389779672298276,0.3389779672298276,-0.49296622794377337,452.5950000000003,0,178,0.48148148148148145,33,2,6,0,1,1,2,0,2,4,2,6,10,0,1,1,3
57,449.118543904,428.1690000000001,0.4820245905177427,0.1656916893305656,0.1656916893305656,-0.4820245905177427,450.34500000000014,0,158,0.3333333333333333,30,3,6,0,1,1,1,2,3,6,2,9,5,0,1,1,4
58,516.3450892559999,468.3350000000003,0.47787300926695153,0.3311714085847432,0.3311714085847432,-0.47787300926695153,516.7190000000004,0,208,0.8064516129032258,37,3,6,4,0,4,0,0,0,5,3,6,5,4,0,4,4
59,439.13582053999994,410.1380000000001,1.0,0.31555589478467005,0.31555589478467005,-1.0,440.37800000000004,0,150,0.6666666666666666,27,1,5,0,3,3,1,0,1,4,1,6,7,0,3,3,4
60,324.208930136,296.24,0.37701029217955345,0.15517679153364017,0.15517679153364017,-0.37701029217955345,324.4640000000001,0,128,0.6818181818181818,24,1,2,4,0,4,0,0,0,2,1,2,1,3,0,3,4
61,373.10625596,358.2480000000001,0.47763923613263615,0.335180860257554,0.335180860257554,-0.47763923613263615,373.36800000000005,0,138,0.0,28,3,7,2,1,3,1,0,1,6,3,7,2,0,1,1,4
62,330.21949481999997,300.228,0.3815060503343688,0.16134532024830192,0.16134532024830192,-0.3815060503343688,330.4680000000001,0,132,0.8095238095238095,24,1,3,4,0,4,0,0,0,3,1,3,1,3,0,3,4
63,382.2719243159999,344.2370000000001,0.481230253795681,0.30285111399613207,0.30285111399613207,-0.481230253795681,382.5410000000001,0,156,0.8181818181818182,27,3,5,1,0,1,0,0,0,4,3,5,15,1,0,1,1
64,686.52741072,616.5020000000003,0.46596907187368697,0.3055827971693042,0.3055827971693042,-0.46596907187368697,687.0620000000001,0,278,0.4782608695652174,50,0,4,0,0,0,0,0,0,4,0,4,29,0,0,0,0
65,339.21982916800005,310.247,0.45346807082280677,0.30591400023952126,0.30591400023952126,-0.45346807082280677,339.47900000000016,0,134,0.4090909090909091,25,0,3,0,0,0,2,0,2,3,0,3,8,0,0,0,2
66,1004.3378638820004,948.393,0.7933977019183476,0.4159366627407335,0.4159366627407335,-0.7933977019183476,1004.8410000000003,0,384,0.6216216216216216,67,15,22,0,1,1,2,1,3,19,13,30,19,0,1,1,4
67,608.156682568,573.4670000000002,0.48028580497401885,0.31720436546192304,0.31720436546192304,-0.48028580497401885,607.7390000000003,0,188,0.8333333333333334,32,6,13,0,1,1,0,0,0,10,6,14,10,0,1,1,1
68,900.554019392,824.6299999999999,0.5079560321952997,0.3036727418854079,0.3036727418854079,-0.5079560321952997,901.2379999999999,0,356,0.6896551724137931,66,5,8,10,0,10,2,0,2,8,5,8,1,7,0,7,12
69,325.17902697600005,302.228,0.3942542113137291,0.2280311459498074,0.2280311459498074,-0.3942542113137291,325.4120000000001,0,126,0.42105263157894735,24,3,5,1,1,2,1,1,2,3,3,5,3,0,0,0,4
70,440.15968850000013,420.3030000000002,0.47758226546440086,0.33740345579272973,0.33740345579272973,-0.47758226546440086,440.4630000000001,0,164,0.125,33,2,9,0,0,0,3,2,5,7,2,9,7,0,0,0,5
71,494.211609804,462.27500000000026,0.4577395698558391,0.3025656893771185,0.3025656893771185,-0.4577395698558391,494.53100000000023,0,192,0.7307692307692307,35,1,7,4,1,5,0,0,0,7,1,9,3,3,1,4,5
72,668.150621606,635.2770000000005,0.5245623988440508,0.5245623988440508,0.49268698062067884,-0.49268698062067884,668.5410000000005,0,250,0.5517241379310345,46,4,16,1,4,5,2,0,2,14,4,17,7,0,3,3,7
73,1310.6308746839995,1228.8169999999993,0.5079666451556014,0.2453302220832823,0.2453302220832823,-0.5079666451556014,1311.4730000000006,0,506,0.421875,95,20,31,0,2,2,3,3,6,15,17,31,33,0,2,2,8
74,351.14236313199996,325.735,1.0,0.11854631318739275,0.11854631318739275,-1.0,351.9430000000001,0,126,0.47368421052631576,23,2,2,1,0,1,1,1,2,2,2,4,6,0,0,0,3
75,636.99356691582,614.3410000000005,0.8487432896728577,0.4131107199609079,0.4131107199609079,-0.8487432896728577,637.5250000000003,0,230,0.9285714285714286,39,5,22,0,2,2,0,0,0,19,5,25,13,0,2,2,2
76,588.1842910839998,556.3060000000004,0.5016994790132149,0.3099403857906003,0.3099403857906003,-0.5016994790132149,588.5620000000004,0,226,0.5517241379310345,42,3,13,1,4,5,2,0,2,13,3,13,5,0,3,3,7
77,327.147058152,306.21200000000005,0.5042464328896997,0.17396302079062417,0.17396302079062417,-0.5042464328896997,327.3800000000001,0,126,0.5263157894736842,24,2,5,2,2,4,1,0,1,5,2,5,2,1,1,2,5
78,457.76693818000007,457.83599999999996,3.0,3.0,0.6523038539350137,-0.6523038539350137,457.83599999999996,0,72,0.0,14,0,9,0,0,0,0,0,0,9,0,11,0,0,0,0,0
79,1549.713302708,1505.8359999999998,0.3936147042703631,0.2531349207289717,0.2531349207289717,-0.3936147042703631,1550.1880000000006,0,346,0.4857142857142857,62,13,21,0,0,0,2,0,2,15,13,27,22,0,0,0,2
80,651.146145684,619.6960000000004,3.0,3.0,1.0,-1.0,651.9520000000005,1,227,0.23529411764705882,44,2,8,0,2,2,0,3,3,4,2,10,8,0,0,0,5
81,453.05614754399994,436.7430000000002,0.479672802365529,0.32739938471432256,0.32739938471432256,-0.479672802365529,453.8790000000002,0,158,0.3684210526315789,30,2,8,0,2,2,1,1,2,6,2,11,4,0,2,2,4
82,398.211804324,371.26600000000013,0.358205853309144,0.25594410511526855,0.25594410511526855,-0.358205853309144,398.48200000000014,0,154,0.36363636363636365,29,3,6,0,1,1,1,1,2,3,3,7,7,0,0,0,3
83,742.2320291240002,700.3440000000004,0.5068904714054334,0.23863269739698778,0.23863269739698778,-0.5068904714054334,742.6800000000007,0,288,0.5454545454545454,52,10,19,0,2,2,2,1,3,19,10,19,15,0,2,2,5
84,432.0684058039999,415.6370000000002,0.4740819875918283,0.39423993818017494,0.39423993818017494,-0.4740819875918283,432.77300000000025,0,158,0.26666666666666666,29,9,13,0,0,0,1,0,1,9,8,14,5,0,0,0,1
85,440.19607400800004,416.31500000000017,0.45738382978299874,0.24552693449849894,0.24552693449849894,-0.45738382978299874,440.5070000000002,0,166,0.2,33,2,8,0,1,1,2,2,4,7,1,8,5,0,1,1,5
86,416.25358888400007,384.2700000000001,0.38223428814237637,0.3631885678220014,0.3631885678220014,-0.38223428814237637,416.52600000000024,0,164,0.6190476190476191,30,0,9,0,1,1,1,1,2,8,0,9,9,0,1,1,3
87,450.14453088399995,423.69900000000024,0.48794045555082377,0.12412473203938906,0.12412473203938906,-0.48794045555082377,450.91500000000013,0,168,0.4782608695652174,31,4,7,0,2,2,2,0,2,7,4,8,6,0,2,2,4
88,1078.4270405120003,1012.591,0.4963433573515331,0.3436112263225902,0.3436112263225902,-0.4963433573515331,1079.1190000000004,0,418,0.5283018867924528,77,10,24,1,5,6,2,1,3,19,10,24,13,1,1,2,9
89,500.18442975199997,469.3310000000003,0.4491470967625816,0.30605845108960306,0.30605845108960306,-0.4491470967625816,500.57900000000024,0,188,0.72,34,1,5,4,0,4,0,0,0,6,1,9,4,3,0,3,4
90,375.15943440399997,353.2240000000001,0.4922383334796481,0.34072311785880255,0.34072311785880255,-0.4922383334796481,375.40000000000015,0,144,0.47368421052631576,27,2,7,1,1,2,1,1,2,6,2,8,4,1,1,2,4
91,605.275545048,561.8040000000003,0.5079546496760082,0.3025656724874257,0.3025656724874257,-0.5079546496760082,606.1560000000003,0,232,0.59375,42,5,9,4,0,4,1,0,1,9,5,10,6,3,0,3,5
92,336.047063668,327.16700000000003,1.0,1.0,0.8602648628108168,-0.8602648628108168,336.23900000000003,0,116,0.07142857142857142,24,0,9,0,1,1,1,1,2,6,0,10,4,0,0,0,3
93,585.96334832,568.1220000000001,0.47346101090967874,0.31597103747547467,0.31597103747547467,-0.47346101090967874,588.2820000000002,0,170,0.2631578947368421,32,2,10,0,0,0,1,2,3,8,2,13,11,0,0,0,3
94,836.524569732,760.45,0.458936591181719,0.31118842024956994,0.31118842024956994,-0.458936591181719,837.058,0,340,0.9512195121951219,58,5,17,0,3,3,0,0,0,17,5,17,13,0,3,3,3
95,785.3523594520001,734.4830000000001,0.5067367388149195,0.31210805381182055,0.31210805381182055,-0.5067367388149195,785.8910000000003,0,304,0.4418604651162791,57,5,14,0,2,2,2,2,4,13,5,14,2,0,0,0,6
96,296.177630008,272.21799999999996,0.29908720957095675,0.17816734974132967,0.17816734974132967,-0.29908720957095675,296.41,0,116,0.6,22,0,2,4,0,4,0,0,0,2,0,2,0,3,0,3,4
97,656.156362084,624.4060000000003,0.5016994790132149,0.3099403857906003,0.3099403857906003,-0.5016994790132149,656.6620000000001,0,244,0.46875,46,3,13,1,4,5,2,1,3,14,3,14,6,0,3,3,8
98,360.23005950399994,328.23800000000006,0.4812302537920116,0.30285111538805554,0.30285111538805554,-0.4812302537920116,360.4940000000001,0,144,0.6818181818181818,26,3,4,2,0,2,0,0,0,3,3,4,8,2,0,2,2
99,477.3162487159999,434.25900000000024,0.3875623237582984,0.18523178500525575,0.18523178500525575,-0.3875623237582984,477.6030000000002,0,194,1.0,33,11,12,1,2,3,0,0,0,12,8,12,7,1,2,3,3
100,385.20198618399996,353.67600000000004,0.49286997862132514,0.16048805131908866,0.16048805131908866,-0.49286997862132514,385.9320000000001,0,148,0.7,26,1,5,1,1,2,1,0,1,5,1,6,7,1,1,2,3
101,356.23514488399996,324.25000000000006,0.5079560321952997,0.3055742656827861,0.3055742656827861,-0.5079560321952997,356.5060000000001,0,142,0.6956521739130435,26,1,3,3,0,3,1,0,1,3,1,3,4,2,0,2,4
102,547.2352215239999,510.3780000000004,0.44327459684178944,0.4073228324627486,0.4073228324627486,-0.44327459684178944,547.6740000000003,0,208,0.5185185185185185,38,4,10,0,2,2,2,0,2,8,3,11,11,0,2,2,4
103,583.2794692840001,546.3930000000004,0.36088046458560485,0.2802154757973473,0.2802154757973473,-0.36088046458560485,583.6890000000001,0,224,0.48484848484848486,43,3,10,1,4,5,2,1,3,6,3,10,4,0,4,4,8
104,581.2638192200001,546.3930000000004,0.3608706644958393,0.28021564133060983,0.28021564133060983,-0.3608706644958393,581.6730000000001,0,222,0.42424242424242425,43,3,10,1,4,5,2,1,3,6,3,10,4,0,3,3,8
105,452.2374306279999,418.26600000000025,0.48694787650031335,0.3055452817625647,0.3055452817625647,-0.48694787650031335,452.5380000000002,0,178,0.56,32,2,5,1,0,1,1,0,1,5,2,7,12,1,0,1,2
106,456.1776237519099,430.2670000000002,0.8725760357099004,0.25123509197995814,0.25123509197995814,-0.8725760357099004,456.4750000000003,0,176,0.43478260869565216,33,5,10,3,0,3,1,0,1,8,4,10,3,1,0,1,4
107,287.152143532,266.191,0.49285727245768285,0.16567612995157358,0.16567612995157358,-0.49285727245768285,287.35900000000004,0,112,0.5294117647058824,21,1,4,1,2,3,1,0,1,4,1,4,1,0,0,0,4
108,747.476891268,678.4120000000001,0.4589365811706784,0.3111884202896951,0.3111884202896951,-0.4589365811706784,747.9640000000002,0,304,0.9473684210526315,52,4,14,0,3,3,0,0,0,14,4,14,8,0,3,3,3
109,766.3140339120002,720.4280000000002,0.3943465294963554,0.3943465294963554,0.3936790732092599,-0.3936790732092599,766.7960000000003,0,294,0.6,52,21,26,0,2,2,0,0,0,16,16,27,10,0,1,1,2
110,348.10314474,328.2600000000001,0.4459748654837225,0.4459748654837225,0.3617990206759479,-0.3617990206759479,348.42000000000013,0,128,0.5,24,1,5,3,0,3,1,0,1,4,1,6,2,2,0,2,4
111,357.07678567199997,341.6650000000001,0.49674295951740394,0.3074078016334054,0.3074078016334054,-0.49674295951740394,357.793,0,128,0.15789473684210525,25,1,5,0,0,0,2,1,3,4,1,6,4,0,0,0,3
112,350.118794804,328.26000000000005,0.4459748640323251,0.4459748640323251,0.3617992261955624,-0.3617992261955624,350.43600000000015,0,130,0.6111111111111112,24,1,5,3,0,3,1,0,1,4,1,6,2,2,0,2,4
113,1155.4881587759999,1082.8149999999996,0.5079666451556014,0.2996845531582142,0.2996845531582142,-0.5079666451556014,1156.399,0,436,0.4107142857142857,81,17,23,0,1,1,4,1,5,15,14,25,17,0,1,1,6
114,236.02806521600002,228.07199999999997,0.37058957198252107,0.2944584241174712,0.2944584241174712,-0.37058957198252107,236.13599999999997,0,90,1.0,16,0,10,0,2,2,0,0,0,8,0,10,4,0,2,2,2
115,543.1740607479999,514.2930000000003,0.5068479547044316,0.20163128145012926,0.20163128145012926,-0.5068479547044316,543.5250000000003,0,208,0.4444444444444444,39,7,12,2,1,3,2,0,2,12,6,12,5,0,1,1,5
116,390.2406241879999,356.2480000000001,0.4816179800623521,0.34122240874078247,0.34122240874078247,-0.4816179800623521,390.5200000000002,0,156,0.6956521739130435,28,3,5,2,0,2,1,0,1,4,3,5,10,1,0,1,3
117,477.23033242809,443.78400000000033,0.38469722816022756,0.2369135643788446,0.2369135643788446,-0.38469722816022756,478.05600000000015,0,178,0.3448275862068966,34,2,4,0,1,1,3,0,3,2,2,5,7,0,1,1,4
118,350.09364267599994,332.25200000000007,0.48378793569582257,0.3273993847028879,0.3273993847028879,-0.48378793569582257,350.3960000000001,0,128,0.4375,24,2,7,0,2,2,1,0,1,5,2,8,5,0,2,2,3
119,312.204907376,284.186,0.46263190166063,0.3333193586337961,0.3333193586337961,-0.46263190166063,312.41,0,126,0.75,22,3,6,1,0,1,0,0,0,5,2,6,7,0,0,0,1
120,372.277678392,336.2650000000001,0.3512502958328486,0.2434237067969698,0.2434237067969698,-0.3512502958328486,372.55300000000017,0,150,0.8260869565217391,27,2,4,3,1,4,0,0,0,2,2,4,1,3,0,3,4
121,437.15176218,412.6990000000002,0.49223833745403334,0.34072311785880255,0.34072311785880255,-0.49223833745403334,437.89900000000017,0,162,0.5238095238095238,30,2,7,1,2,3,1,1,2,6,2,9,4,1,2,3,5
122,384.19688568000004,359.0450000000001,0.4749647122685063,0.4749647122685063,0.4257360952865367,-0.4257360952865367,384.24500000000006,0,148,0.3684210526315789,28,4,8,0,0,0,1,1,2,6,4,9,9,0,0,0,2
123,790.260565424,731.9879999999997,0.31542041102218643,0.023378892810542565,0.023378892810542565,-0.31542041102218643,794.4839999999995,0,270,0.7857142857142857,44,6,8,0,2,2,1,0,1,8,6,16,4,0,2,2,3
124,730.2756252520002,684.3060000000003,0.4800130710827406,0.4071482037354519,0.4071482037354519,-0.4800130710827406,730.6740000000005,0,288,0.8148148148148148,50,13,23,0,2,2,0,0,0,18,12,23,18,0,2,2,2
125,636.3501704039999,580.2880000000005,1.0,0.30265038490977136,0.30265038490977136,-1.0,637.7440000000003,0,234,0.9411764705882353,41,0,6,4,2,6,0,0,0,5,0,7,4,4,2,6,6
126,324.1473925,304.2200000000001,0.4586021519825984,0.34008589879927803,0.34008589879927803,-0.4586021519825984,324.38000000000005,0,124,0.47368421052631576,24,1,5,0,4,4,1,1,2,4,1,5,2,0,4,4,6
127,563.301189442,517.3040000000004,0.47971200015601284,0.3259261980875711,0.3259261980875711,-0.47971200015601284,563.6720000000004,0,218,0.7,39,1,8,1,1,2,1,0,1,6,1,9,14,1,1,2,3
